lat_bin,lon_bin,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
25.0,-81.0,93248.80536002826,99501.25005266182,109614.9042801651,128203.23980533767,155368.18826267507,202954.1509873798,253723.6505374442,260453.92339950905,209667.96196463116,146350.69985737186,114311.96215729487,92164.0340746422,93657.54237208175,108705.4358582395,126181.81466209906,144577.0198052975,291638.0025924852,322453.53094130015,354326.6049047434,373054.07377510425,402554.82692840236,491969.55437042,625131.9215832594,651671.0674145308,678589.53111779,668180.5940360479
25.0,-80.5,92966.34806456388,99060.14072301493,110723.84954600461,130772.30253528617,157429.61121221044,201332.61151779583,248379.09459141595,258709.63501320643,208905.83954686704,130361.53299629805,101191.56590100538,91404.37151651543,96805.27737296041,116656.48805456715,138253.91100908723,155432.8917484302,291674.19290270057,314445.8483577352,339482.7735234667,356042.0440550802,375232.5463158805,454693.3975520055,583295.8790696032,615903.9363287636,647796.6775588082,633768.0641679815
25.5,-98.0,,90292.16812350492,88957.08281299612,91529.96887264204,98885.5573394453,108716.97975329698,111344.70457853773,113238.48017720248,113964.87915823254,112779.36712996736,111992.84265463694,108052.38419423264,103427.4793752483,102492.02332699712,102027.04844994492,105226.47606830916,105374.27027359606,109362.28524995122,111331.2733356351,110075.3989806382,120082.4866912064,142283.2722939033,165087.34697158998,179060.7143266026,186553.2783326044,186505.01427534636
25.5,-97.5,,92311.90768621981,91123.50841520373,94364.5299887398,100755.62365096757,109294.90515783183,114383.20298532715,115135.20564881945,114579.63554193894,111695.4957065352,114884.67672597733,112094.35680758388,108676.72168340228,107701.02378775601,107654.52148540501,110802.90817064694,113061.24761436539,116265.89231467346,118154.00703454949,115516.0719069834,124013.85517761417,146387.25050438693,170851.11502268017,186296.56133006862,194792.16498759162,198431.78477911564
25.5,-82.0,235899.9646979215,279683.98677539703,314806.01894766145,349305.1112896311,415785.5901922754,576133.9473848686,656311.505322037,577922.2719416675,485267.6612287041,405184.6298149214,368104.61188977043,350670.37594283605,344177.8318616114,375134.46320927935,416754.41925062815,453156.3200569411,488725.2425946309,489135.1104037108,488713.158766371,502083.37559578917,525413.7311496518,664289.9401806291,929526.8540947009,957964.3029417316,980268.2920298056,919118.1878633472
25.5,-81.5,112378.12999263356,136251.62798177885,141639.02822440644,164174.38162311263,223484.2180445057,280520.19316293066,326455.4935247389,316015.3422730724,264953.75478169514,205558.5197739698,186285.4246672413,181260.14302311823,195405.78765454373,205599.4292262136,239992.24424409133,274542.29213561415,286358.3454297849,279760.42403434543,261838.08485988143,260472.49627087405,280360.35904694715,342557.65322572424,412739.7807767858,425546.1314410155,411086.91386614775,374162.7440179067
25.5,-81.0,175235.56946702272,189395.78660336157,212717.22656797065,252914.8283471836,304129.4579449784,388020.4461695531,476755.98811560357,501384.68349002197,400786.4331987735,282921.30202932464,250573.52452890237,234179.11558177895,232146.5791915291,261278.89499381275,295071.7050684762,319623.2349581876,343069.8117447688,363630.2856605292,387178.8330679299,410011.4508968652,435890.9687550238,513650.40920945886,635689.6098186382,675071.2325901483,735389.1582178157,744310.6798373708
25.5,-80.5,176927.6232276034,195572.95436180657,224533.30794394162,261704.1549269061,305952.4153352905,381663.77237558883,467900.8369343667,482297.39823332924,398365.3045356558,295061.7259922333,265502.9964547906,249952.3002087136,257875.5303805873,299875.5750471823,345639.849039246,386113.0910036445,420389.3405620506,437922.0317032836,457501.8317889762,472032.032226261,500295.8429942707,578451.8721610368,738092.4804071797,789554.6310222666,846092.8032175477,841930.3435897082
26.0,-99.0,,,,,,,,60290.345029062155,55837.5625432678,50882.98343211762,49614.23125366651,49234.98292399119,47601.73287718496,48199.30374361336,51187.76902915195,52882.65547826932,55743.301899718856,54508.60245655852,55735.22183035632,58316.196561307144,67907.57272543,82698.28783927737,100441.8277679318,117423.50991471442,123119.07576988528,122175.61800677088
26.0,-98.5,,,,,,,,81797.87877399109,81359.12635913877,80564.39135402895,82638.10986884555,82588.05868988011,81472.2552650102,82841.43137767608,86831.93411651452,91401.92555458313,96931.4512846493,100147.92607256185,104726.52955859892,109678.15453110443,120025.61917996765,138288.77252146305,160964.56186411012,173972.02573830422,182626.51755906135,182321.6692232575
26.0,-98.0,,102751.7663896428,103653.71104250394,105396.64098875459,114666.72378560634,123061.89182664371,127330.77300536819,91255.67299851977,90754.93522445625,91060.5134670806,90003.47463711309,87920.1873350035,82924.5619353312,82878.18858055155,84662.82483929335,89249.94416627554,92434.21513920308,94873.24079279389,97570.88818548835,99251.20480083178,107872.71201544435,125849.99647255815,144478.16206746455,148007.32266627793,151768.18919848918,150828.18666031136
26.0,-97.5,,138253.63135494437,140791.79866885615,145268.6882509373,157654.65757981694,176041.6653898597,193671.18680515356,203561.46947889478,205386.1519076778,207367.27832212675,206604.99118190334,203315.00884154535,189034.9914523103,184409.24057812316,180159.4384042569,186145.6945259574,187775.44699392462,190355.9082460801,192822.9987495427,188491.39767590255,198568.01213904523,234565.94546915372,285382.3639040629,300020.6475797719,305656.74697670434,302409.47248672636
26.0,-82.5,418942.9797784745,498836.251947904,566507.0802859558,613740.6222694438,675131.6557961024,775824.160823564,878170.8759261179,813643.3948001236,693889.7460670393,639488.7794977074,622381.9182986199,606013.7777820416,602186.3835397194,632344.6790107528,664765.0048946164,706939.1403807978,743294.3862546096,753798.5047239279,780745.7407011684,795768.7958019216,802713.6044047982,984590.6182913402,1329585.6086353334,1188394.385494001,1113581.8946151976,1007405.3913570148
26.0,-82.0,248923.01860439256,280173.9514408842,313347.7311561944,345461.05922838004,387613.80746209505,496346.47531613783,612493.4923403591,569029.2793304943,467438.28550391505,380933.5619729377,349691.37581929506,332974.06624981563,332387.8282602012,366100.20920718496,413699.06041103764,466914.8211302528,507431.59050541226,511710.75285126426,521733.59716681665,538127.603545315,554158.1541908988,689120.5456215941,967349.038241177,992481.6618597043,1004208.9095369534,944297.8107157567
26.0,-81.5,145525.26684479683,162658.0941605127,155139.3848409475,180667.0311897729,198237.7316371164,233793.71507004867,297125.97021821124,318080.9256150014,273201.5087510514,213266.70993645457,161069.54002026896,138248.9234146743,134444.5869748159,136091.5221733136,165071.15606998128,194750.8744992668,224554.1868390784,238783.2349811953,241843.5083358948,249591.0586246278,253845.634148236,292348.0279803953,371953.30091056344,396367.0824203608,396752.75784583605,371571.475967558
26.0,-80.5,172188.74824010106,197377.03260741546,230283.19136594294,259729.2125827572,300563.0054191457,370733.75136522425,435209.91501060076,416365.9859438754,333289.3698986874,267902.55192241847,256381.67045714974,242338.3471483462,245196.85673910775,278137.48811328795,314720.1172637057,339804.80501914467,358016.275994256,378785.70728000544,403217.7491607783,417884.6614597199,438309.4875824737,509179.3807649527,645108.3897623227,680030.7131135415,710637.8091330786,697985.4010890533
26.5,-99.5,,,,,,,,,,111765.89686811116,112617.95589285984,110339.95434999024,117817.28203081145,120294.9578246489,125450.82615759393,131673.75353601502,132612.59293311427,139022.21640265902,140965.4489601467,145106.88599936903,155475.74851124806,169927.7922344572,171555.61906946756,150358.47080370522,142187.32066152754,133955.422633568
26.5,-99.0,,,,,,,,,,116397.35104790774,114877.40120489302,113314.9258779232,113578.43040955166,118786.2177083803,130280.76451226132,137806.89219664608,135741.9177935668,130344.88857021224,131032.63049205256,129201.33937701456,143212.98548542344,166567.49071392987,165291.35237604164,147117.8484464585,143087.77787548807,135521.6641841502
26.5,-97.5,,,,,,,,,,,,,,,,,,,,249110.7306603355,267256.9516164527,303476.54767183814,317475.17406681535,274756.2114974959,275398.0819239958,254985.15931935175
26.5,-82.5,173673.37668070674,196191.62028503124,225767.57594672148,259736.80415266336,297419.10086966597,361499.63462256687,417788.8493759745,375942.25738448295,305038.58209442964,255392.33653848313,245646.94051331785,236667.95500538623,242487.62490325441,265830.7862430542,287716.5217696647,313742.8412915729,339369.08721734525,355915.8615577692,380021.7195162767,398090.7176963573,419928.33256817696,531148.8219325738,729878.3149447318,708263.9391904064,682349.0083559011,625032.3453735467
26.5,-82.0,107784.08974796555,115263.92115105025,125596.4660697471,140625.99542559785,159991.49791833886,201845.14453786155,255998.78175830372,231772.8789681131,175155.22716922662,128627.70583094259,112735.44651011961,107111.3535272472,113291.75930972603,130744.84685272459,148159.06516439022,165523.4904897302,186500.62907623354,199595.60147860355,208983.57862377318,215975.99932857134,226265.6758583336,272219.93766126403,356216.19899266365,372312.9005623561,370215.21236840525,342996.13620645023
26.5,-81.5,53961.349201156176,58188.38795425929,64022.32789802664,70720.84501988183,81967.20518088494,101416.54781917378,118955.03110235072,116629.36097105777,99073.36060443336,83354.54377899335,75921.41228074681,92874.66537107143,92115.66903363535,99732.51858794253,109510.89202208858,118068.21573878157,131832.35672436724,144467.9040695834,158010.11458040547,170938.7461623251,184725.5640785921,223244.0467352079,277584.4815589148,302252.47998113895,322858.817047408,318122.3450290714
26.5,-81.0,91949.7096015705,96264.96755761164,102030.46881131441,112638.23399766347,116815.01206009697,128971.05396679543,152654.4380694699,158656.40546535482,143860.8746472258,124653.1562980209,108120.28851490811,89134.07830898273,75163.8518568306,74334.5332055944,82109.35188906164,96571.84984493816,109878.20299531087,118708.75546715259,127524.42926879483,142041.46607695016,149464.15329048713,175904.52213924436,219877.50269383995,232301.41948690984,235583.72755942028,235805.83603189362
26.5,-80.5,179065.3631116727,196091.88886457356,222507.16477464212,255802.36051284647,300440.888639341,370023.5534726833,431993.9077643541,403553.6141391878,335054.3961298989,280140.9686020669,269474.3783586446,250229.59287372406,248072.28255525226,276909.27536313416,319478.5856365441,355264.5503230643,381950.4079005582,402158.48769632145,426608.3612206422,447299.627711833,473369.29735380487,582457.9446602659,811074.4590921819,839976.9208672561,851124.5968964436,831339.3304669486
27.0,-99.5,,,,,,,,,,98006.8135897704,96690.43044067553,94468.69775394484,96046.5724760096,100812.28125731794,108700.06315450602,117591.82853214488,126793.54075003092,131347.00512664576,137614.1341838866,144045.96688039266,151722.85427395187,166399.59292877722,179391.89127786658,185609.35566162667,182658.92368365152,186806.76609207797
27.0,-99.0,,,,,,,,,,,,,,,,,84078.57317938717,84295.04614175686,97630.38382664048,102199.00946398651,112702.9865550087,115028.83466023458,102429.93171823604,90438.83687374798,87182.8953031304,83050.65320506676
27.0,-98.5,,,,,,,,,,,,,,,,,,,81410.52188618046,80994.96204828758,84880.78714116116,90467.39360326609,85257.37575072092,70872.27024426612,70705.65027355951,72902.1374399259
27.0,-98.0,,,,,,,,,,101448.07842495327,99887.59928079433,98293.50721605169,99199.56190883658,99821.81514920131,103828.20257491426,106292.36533182644,110108.49577201692,109044.83341537682,111404.23655168024,117037.56612806433,127060.38153760754,139702.63837131843,200310.8100448907,187990.5743246561,191185.28342066566,192243.7720344689
27.0,-83.0,170692.47044993166,191704.57539745365,218896.0724163112,246677.09452294267,282862.6981237564,355791.25719248556,423103.2697226962,389539.84421704075,316899.88279400166,259293.38450426684,242758.08206623216,228260.6949122702,244512.99920790314,275097.4922592523,307068.53471528424,331291.2413671973,359043.4668183733,378231.0238948663,394176.7139165304,405749.0143829313,421797.19773010275,525655.6083441693,714723.8379056351,728136.126387209,721361.1609002119,668885.0983469371
27.0,-82.5,156511.65763429448,175895.7019514864,190517.9602534516,212015.54401648755,240386.4945177854,303801.1039659976,360474.72649793356,320711.4009426398,265384.0563741388,220713.8124899032,208813.67753057327,198366.80960730216,202771.2316979764,226337.74257089145,249439.08390142088,268495.2582708161,288832.12992266467,299453.2689967828,307958.71979368466,315157.99594262725,329444.2307293636,398476.5385435447,529001.0080707724,541813.6143364325,532825.1632732215,498125.4681873988
27.0,-82.0,83574.65627545946,91284.8049977045,99416.45275003211,108638.77341206213,123377.04171425813,152690.32986322854,181540.18926176406,180090.57469407457,153667.2777133875,127978.68618365274,116113.91992062375,108708.40452814559,104284.8885030552,106423.71763656507,112562.17107808677,123455.27537136404,138759.2928874098,151910.82979703986,175159.8311178662,184366.3747903793,197666.43519460916,236376.2191780149,292114.43198583054,301190.20803716686,316309.13900054933,313995.3850079694
27.0,-81.5,,,,,93691.04792314311,121999.90867568956,156256.5925305403,158077.0573860798,137557.28174574897,119405.8217783546,104553.77777408864,100083.88114249491,99533.38073059049,100285.16876446694,106891.17994865283,115708.68494902152,127471.85906314733,137792.04418259207,148168.98899455232,159314.5200475211,172803.84953507685,209820.3493929425,258144.68577243312,272117.6235722515,285148.84153740597,283375.13453344535
27.0,-81.0,103417.16240766624,108094.83848143325,119198.67483420894,136740.0135419126,162015.23500864807,201517.0299104037,237316.6557749242,230902.92125159822,189127.16659148716,147987.14238447006,130545.03478614693,122154.27433847572,119738.90510161093,128279.6460887157,141973.65420711797,156714.62001413282,175168.06298573647,190630.17652180398,208912.4089789401,223070.87092953932,234431.23891391145,275535.7410037673,347234.26332797436,364008.1499663697,369558.6981339867,360155.83236461127
27.0,-80.5,116860.8108863504,123623.49345054796,137865.9690758557,161107.42778787756,193976.69272399766,241612.4296319685,286254.64236284466,262950.8912309211,211733.23395977297,165744.63806945752,150938.76972726814,143748.13160527946,144854.90480626636,158137.79862441882,175268.30953687214,192506.28328134806,217111.2627482073,236729.81201677053,256046.05189561748,267844.51544374763,282105.39890230156,338627.6132985555,432179.5605552555,450561.1755348927,460076.26403297577,444841.9476850094
27.5,-100.0,,,,,,,,,,142468.7241556049,139230.18443613593,136059.9143312198,136725.3013113271,141156.05538578756,145856.29588387074,152990.74480924787,157290.3460647458,158896.83826742927,163654.91748719368,171289.61955024468,185146.34906299834,200287.82062752644,209485.91144638427,213284.6212224964,207155.799976615,208721.29861735716
27.5,-99.5,,,,,,,,,,135531.36483921367,133565.64182139467,131040.20468164445,132920.4555430568,137951.5335513793,143661.05628813535,150992.13150307818,156988.57202615653,158913.69679432092,165112.4709307353,172131.27634699084,183950.94791539508,197759.10214246134,209089.16101565567,215302.0553255598,211454.9743149117,212795.7716566271
27.5,-99.0,,,,,,,,,,,,,,,,,,,,,,,77923.01607186622,67983.86573654113,69350.89120657915,73461.02762563912
27.5,-98.5,,,,,,,,,,164342.2699910561,158262.333082521,156845.89058210587,155570.27177853818,158320.76897335052,159132.10674769082,169908.31387397152,169936.38321817527,167500.33945721516,166909.1187876974,156450.0396370626,162375.74721870327,163888.48745037537,147812.2766846095,131355.19491420966,124022.63504544119,121067.67762634612
27.5,-98.0,,,,,142750.47673014135,139448.6683782206,142621.23207195237,149546.119521238,148305.20618303298,137528.88799479158,132159.09543071734,130350.62005219635,125703.77773658521,127248.11828558815,132680.6597130406,144292.9773599036,154553.08070399368,158913.85932579968,159744.14683351372,168582.48771981537,180796.8030280546,193736.51565670784,199477.652286823,191515.44424750956,190456.31238623025,185869.41028263903
27.5,-97.5,,,,,128131.48880733138,138760.0290520094,149880.3153917528,158397.54087529783,142687.22570445758,134975.1692888122,130853.56307465375,126683.90800043812,126196.02190393169,129492.86293857163,137235.32975041668,150624.23570447438,161534.85153586927,167711.12819093763,171129.82120244473,176499.24873174517,188900.32869506622,209329.95681948005,232595.492446455,231244.05843769782,229143.9058196541,221382.59425955327
27.5,-83.0,129543.75421945701,144759.78013544486,163553.0289981631,185804.68227333337,212909.61635165758,259504.29393187416,304172.13584104826,295292.1107241831,248188.726756234,205386.03441846484,191590.59085835898,172141.5428132716,174216.37001015156,198518.46002536837,220725.54067665729,241520.14109313764,267466.527213904,288974.9911831321,309929.4574059969,326925.0297179962,352762.8930926355,428257.46995507623,547607.2843604847,560931.5797855958,568745.1620650725,534698.7822731849
27.5,-82.5,116794.76857354317,128263.93743947217,139308.10600571535,152819.46630033493,173427.0729028358,209687.74721276513,258738.270398517,255575.98730083523,214199.6569924009,172890.71292878842,158608.9249943378,142651.34034026737,142542.18810291865,161073.68221322095,179784.12573186855,192381.95169900925,209229.8872632987,226144.21710571647,243417.20688067097,256203.6420022792,273719.1186247714,325914.3162428636,417233.2954136275,424656.22803483735,430232.3237103797,415920.36599164194
27.5,-82.0,83908.15500504813,88508.90513820434,92203.7465380107,98508.8531619424,107859.49478505849,128752.22420564607,159308.72170466138,163913.48307219744,147393.03319639567,121670.87317773576,107888.86293141934,93540.81619516933,91519.99662752106,98282.19012997608,107440.3413624882,116177.40717207013,127842.64625898,139783.87735155117,154170.4502700428,167368.0487782683,181863.28999949378,214540.98746270945,266752.6063409638,276506.30038622033,282553.8635091671,277133.7834209721
27.5,-81.5,75107.3620180595,78239.65021739827,82645.54282686849,110573.50492322621,101996.67044749783,128587.09386256884,161879.5977598312,172773.60612373296,147454.06789171434,118185.322446005,104933.0826168386,93402.56536408671,92129.33190900311,99928.03626135564,106904.63162738504,114740.61107155094,111046.63699051637,121286.2726447205,134686.03648170034,146597.45452797788,158581.64856853092,184978.40138404607,229098.23025272557,240029.3825371347,249239.20521307678,246665.83172918818
27.5,-81.0,109347.78057472307,117433.24735767161,129318.46852490849,145574.37672544242,176570.05131451518,230930.92728375096,267636.3082027768,244374.6415650353,200849.98523437453,162902.28352703858,150325.32037688082,137000.5081131245,132611.83021447234,143873.1798715341,160259.63541574572,176284.18487487076,195332.222661754,215190.5598564648,234218.07643719297,246185.49452401377,262163.28401059494,311080.9288523739,387240.7226814251,401535.78617049195,409846.3707569529,400642.54784830293
27.5,-80.5,135647.44860711647,145677.6739588638,160101.59465156737,176413.0780698591,203456.43055396227,257334.00761498464,302981.3765458479,278529.4090957138,226041.21030316473,185084.4380500059,172966.0412818754,158463.3294287555,156182.2304189802,168787.70748681907,186142.27515276207,204250.71386285912,224396.00639594265,243864.63933931667,264425.4993549234,277593.0790300379,289365.7872970449,342952.04602829396,448490.4550431673,470393.9733726106,478732.2424509128,460122.87786929245
28.0,-100.5,,,,,,,,,,,,,,,,,,,,,,,164546.6674027631,159057.038112043,171883.96117799575,189665.66055984105
28.0,-100.0,,,,,,,,,,,,,,104659.050245968,108785.88541082836,123188.58800028426,118864.51971670402,115704.6655727057,121071.37832815271,128873.33427303017,136346.5006704334,143478.1395741121,148203.9307191254,142218.745630734,142126.1591199266,130837.69129010286
28.0,-99.5,,,,,,,,,,,,,,,,,,,,,,,154137.2695858254,132207.71198125873,128700.81976114996,128368.4891367463
28.0,-98.5,,,,,,,,,,184561.4748364421,184312.54988727602,181428.13170939952,184750.3275155385,201668.95960587097,235562.82170614647,254080.81051930692,222754.74852400477,210263.97964239435,206167.3911111824,218256.1054603295,224875.58049106598,243022.49395211303,251302.2970715118,236899.7450257736,236987.2517660918,236218.12025060476
28.0,-98.0,,,,,126752.53252598426,140670.27191723438,147490.743359422,158549.36714392467,161541.00987061634,128494.25759199109,125831.3917327301,123342.62079194679,120347.19908550472,123167.03847661702,132147.1707465122,140654.9804781385,144885.73929911386,147778.0819408929,149513.53329517113,160537.20777895156,169886.69311097,180159.5100833282,197679.33372336932,182110.18966275296,171368.52864611257,163758.17702289746
28.0,-97.5,,,,,,,,,,171501.54910319205,119424.10391887561,116523.783433805,122125.37352834846,125449.82754960732,132398.5647426092,139953.78894572027,149993.49342048,154703.9866476683,162173.63856373302,169479.17038193645,184677.2022462534,209541.8344645406,227707.86529006058,224301.54974163655,223722.37661233876,219746.8619942173
28.0,-97.0,,,,,,,,,,116253.66672871236,114630.08727930156,116520.34191974766,113460.36460831053,114417.83805941012,120278.65315286384,126977.3312785208,130276.6143120846,132535.13418365453,135817.06609766942,149675.81366711296,154720.17228672816,167465.60928348644,173231.99525564304,165415.2500385385,162308.9678006695,157815.73216028593
28.0,-96.5,,,,,,,,,,167570.23364633927,164784.4730410777,165817.63075570812,165122.145748649,171847.38315608242,181418.5665228268,189166.91366835544,192300.752077541,200587.65892871591,213956.84488866347,232965.1758243019,248577.8446950264,284825.10871681664,335359.1191948478,342071.02551355725,349527.16957575985,348146.34232359997
28.0,-83.0,120011.82007582262,130186.7334838038,141630.16599787446,158995.28913663293,179499.792045392,218465.52945000262,260630.17894503428,252139.1448474917,212409.6824402183,175617.05404252792,162866.83747753143,147868.02624882598,145776.77650866457,160861.46846508188,177187.3087656152,189451.92160995016,206055.2257151185,223634.94084993043,240665.06585463785,253815.4709450589,271285.7478699346,324658.0840697403,407543.7590907496,421933.46073124773,433307.34078070277,416341.37746552867
28.0,-82.5,113346.21333727788,120622.77570992375,128477.68091370423,142217.88757938164,160786.10725539204,193791.0734236118,241114.88888492508,237482.4440294901,201996.11502283535,165970.86655694223,150936.17836634666,136008.0414160067,131809.02708908406,145633.9459042815,161868.67254020312,173747.67652254264,189707.8029157061,206495.1902942031,222174.7266296775,233084.44031649776,249296.36140961698,297227.639235304,374794.68995473936,385439.54597315454,394884.57207085425,384623.60720839706
