lat_bin,lon_bin,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
26.0,-81.75,166189.77039734786,183968.31850595458,205216.8248626579,228474.0724887377,261143.0572207914,343473.9351940448,428949.87266281305,402434.1277970263,322601.4108437208,244241.93575857402,217802.65652734693,204157.88606563548,201291.29881157924,223164.68879299564,254441.28530073707,290960.37483036704,322976.72887362837,331145.4812859798,338287.8478436892,346557.2273848847,355955.7064251633,423450.95002697466,553684.6259899602,584166.5103144839,604269.9045241189,573862.4749391712
26.0,-80.5,167052.15646159547,193889.29335902867,226596.15787499092,257032.50105758136,297184.2106818092,365453.5456074254,433219.9641994751,421048.0961881041,333531.46574214014,265639.42302097566,261986.27958968634,252762.83232134132,255417.3968652268,288245.5330519892,323779.161917067,345249.5200038097,361980.30874636077,383915.26501917664,406063.4287745603,419693.933689438,437767.4451331442,500923.4837618548,613549.3359252384,651157.8202772121,691746.6864990275,687194.250496535
26.0,-80.25,157165.1031702143,185227.2964153227,220384.58093894718,248115.69226955005,287793.19647529226,356582.4356491619,415551.4023880815,401828.5940790305,317391.34901332884,248369.0713112068,234246.68870421065,219588.58365105078,226461.064728103,260514.81898002268,296835.25609953754,322296.90076763195,339395.2492724753,362167.6610867638,391641.765774607,407798.5869686304,429793.5738265617,496278.2839961398,630702.53284435,662304.6733339549,687090.66596033,671831.5026820906
26.25,-98.75,,,,,,,,60290.345029062155,55837.5625432678,50882.98343211762,49614.23125366651,49234.98292399119,47601.73287718496,48199.30374361336,51187.76902915195,52882.65547826932,55743.301899718856,54508.60245655852,55735.22183035632,58316.196561307144,67907.57272543,82698.28783927737,100441.8277679318,117423.50991471442,123119.07576988528,122175.61800677088
26.25,-98.5,,,,,,,,83808.0062625395,82778.59664848073,82818.48298846385,85474.26917895064,85336.9901744746,82915.86824880201,83965.70602698227,88301.39102629911,93509.4435314553,98976.4080066307,101553.43459906694,105939.36514028808,112845.56728405514,123635.54767028522,142719.5529122067,164946.48571922703,176835.10800128244,187186.09171586682,188691.36918953853
26.25,-98.25,,,,,,,,93794.77157349413,94850.59912966556,93406.1768808536,93877.53730474792,92435.60255917204,92165.31917759536,94749.27741912668,99426.26327812206,104661.24535777509,109820.56692808116,113249.74468526972,117727.3799422645,122633.54480179153,132945.4410864467,152181.54364122823,176955.5619607594,189838.77787439,196820.42740510305,196605.8896726165
26.25,-98.0,,73441.0107394687,79630.2911141013,75045.2902476571,78983.0320753411,85846.71164682235,88656.8395712652,60832.58738342686,60370.854280927735,60110.44858519452,58528.5499098184,57593.54016212748,54209.02815303008,55261.58519613177,55989.38452797117,59453.022226179426,62937.94005036667,65091.70629466897,67940.46819482082,70476.6724642078,77692.28184568485,93535.20114499012,113856.52262703096,116336.50995807367,121216.44358710211,119726.56154364946
26.25,-97.75,,106588.19954154515,105212.68393533102,108053.44133109004,117914.09958960518,125387.65801933438,128333.9729861416,132078.55520866023,128415.7157146308,130137.41016725592,128559.52395141764,121642.53753594978,91358.54404996919,90045.60466503105,92974.10344653743,97708.8922023985,99167.03897141079,101688.64074880563,107203.98442205953,111237.23785053281,120381.87941746456,136390.91477526483,164522.03347090734,152380.0238494517,148324.63110670328,141783.7829591993
26.25,-97.5,,104307.93067739106,106769.4035234695,110660.36337569344,119799.23120786954,128349.47607974686,136954.282770902,140417.4727217095,133274.4061020546,140185.8964886967,143269.16959870837,144893.25155740738,126867.03746034992,121153.68796403114,120098.07970289944,128558.89467773402,130618.70171964089,133774.23114419435,134011.40348040158,133135.1519335382,142293.07631060525,165272.92521025526,188865.99244555735,191975.46846200695,188975.37139960608,196639.54041855893
26.25,-82.25,418942.9797784745,498836.251947904,566507.0802859558,613740.6222694438,675131.6557961024,775824.160823564,878170.8759261179,813643.3948001236,693889.7460670393,639488.7794977074,622381.9182986199,606013.7777820416,602186.3835397194,632344.6790107528,664765.0048946164,706939.1403807978,743294.3862546096,753798.5047239279,780745.7407011684,795768.7958019216,802713.6044047982,984590.6182913402,1329585.6086353334,1188394.385494001,1113581.8946151976,1007405.3913570148
26.25,-82.0,206474.54299036853,225948.56935744485,252434.7550392876,282046.43019230134,318204.2833285481,392987.24384244095,485689.3115860171,447494.6318773455,361088.6078975256,302839.444372993,277082.3095134338,265467.53288575285,268598.67549806,295129.8678120908,323090.3802273187,354686.2961521309,382574.6392031964,390246.1299269877,399431.27212877385,404683.0202000782,415587.9839190526,504551.4032350878,683867.6029582237,689355.6621385444,688442.949733287,643270.3854965578
26.25,-81.75,236186.466663798,255478.27947951516,282027.02338219516,313163.1521485462,354925.8496612362,453275.7737464542,560541.4070945928,518191.84559031954,420648.49101674306,317647.4735575514,283903.4495076653,265861.75975824153,268889.1014360414,296078.5964482801,330849.71619889705,367761.71034900914,397740.10302930936,400581.3387908069,399612.98962698766,402856.3581892806,410584.0867251696,495990.8719535833,668337.8028500972,701393.0262371403,708555.8347755796,668343.9170424433
26.25,-81.5,145525.26684479683,162658.0941605127,155139.3848409475,180667.0311897729,198237.7316371164,233793.71507004867,297125.97021821124,318080.9256150014,273201.5087510514,213266.70993645457,161069.54002026896,138248.9234146743,134444.5869748159,136091.5221733136,165071.15606998128,194750.8744992668,224554.1868390784,238783.2349811953,241843.5083358948,249591.0586246278,253845.634148236,292348.0279803953,371953.30091056344,396367.0824203608,396752.75784583605,371571.475967558
26.25,-80.5,205344.6662333701,232011.7825322659,270456.97848941275,305150.2601542322,350259.22260342055,428252.70319326175,503124.72878111,476769.56385049643,376928.7471510627,303527.64093748695,301208.14290527947,288414.1242797967,292449.47314761986,327782.4628904008,366021.0404952379,387795.4522599125,402426.1278939737,423571.859101158,445658.8723713611,456985.6173244262,473850.27137944824,550973.399222866,691365.2591579446,724025.8196089165,754647.97794931,742898.8636876661
26.25,-80.25,189625.31636342598,210455.14010676436,240403.40938333524,270602.21568997914,312837.52453076374,385200.2637412435,452630.10251375916,423883.06190957065,347129.4798554524,288450.1847872083,273406.31237077975,256503.846771073,254808.55547983656,286329.5564734605,323803.41020068433,351354.2184850873,372236.48772005277,389848.44246609707,410372.8044293601,424395.3658697658,445044.297072373,525840.1779355314,679708.9914192924,716722.5290308876,746851.0442770912,731306.062777513
26.5,-98.75,,,,,,,,,,116397.35104790774,114877.40120489302,113314.9258779232,113578.43040955166,118786.2177083803,130280.76451226132,137806.89219664608,135741.9177935668,130344.88857021224,131032.63049205256,129201.33937701456,143212.98548542344,166567.49071392987,165291.35237604164,147117.8484464585,143087.77787548807,135521.6641841502
26.5,-97.5,,,,,,,,,,,,,,,,,,,,249110.7306603355,267256.9516164527,303476.54767183814,317475.17406681535,274756.2114974959,275398.0819239958,254985.15931935175
26.5,-82.25,181507.6397014663,208850.5903212199,242443.85486749254,278303.5338126302,314332.15158612694,382626.4150508344,454430.3612673382,405392.52815903333,319932.80395472003,256229.35565317856,245815.56042658494,235068.55377052943,241454.34309483095,264409.68688999774,285070.0886121578,308357.20617169474,334803.613869901,344621.2234985403,362269.0308963003,371796.0240831405,386131.61645361315,479754.5573776612,646026.1443501716,635178.928279973,617369.2067530655,571915.6869312972
26.5,-82.0,110046.71078361235,117844.28763206332,129322.17370860277,145219.2074819084,164668.3024657047,208015.01584647,263925.2008427826,236832.02132287403,178845.38374890527,134826.52110661988,119537.26246389234,113269.27419559595,118893.13566030368,136851.76715862207,154482.5963312077,172180.0855084846,193382.9662897184,205870.0363733302,213662.58723616856,218656.78339139544,228544.14909847477,276501.8350519802,360899.46024401934,372064.8192828791,366951.2723759964,337601.97637052735
26.5,-81.75,104999.25266548758,111787.79934685629,121352.00087271631,135049.31259131365,153503.44360818705,194482.20460635461,249495.92072434103,229062.04016765294,168706.8965463562,113101.65733770558,95435.64347135588,92731.63523545786,100105.95850089188,116726.62972627848,133805.3473291542,150238.97314869778,170235.80378545073,183832.83741867176,195311.9753100252,203507.00915049337,213213.34982636484,254174.5354815427,334756.7093129011,358320.45703428955,362504.9732665351,340743.44973659696
